audit_id,priority_score,priority_flags,query_id,standardized_query,normalized_query,representative_description,expected_hts_number,acceptable_hts_numbers,expected_chapter,ambiguity,contributing_standardized_rows,max_noise_score,live_status,live_latency_ms,live_top1_hts_number,live_top1_description,live_top10_hts_numbers,live_exact_top1,live_exact_top10,expected_hts_description,expected_hts_path,audit_status,audited_hts_number,audited_description,reviewer_notes
audit-cc-01236,115,moderate_noise|long_query|high_value_chapter_95|top1_mismatch|top10_miss|slow_search,cc-01236,pink circus centrepiece sticks pastel carnival birthday party decorations ring circus party decor girls carnival party,circus centrepiece sticks pastel carnival decorations ring circus girls carnival,Pink Circus Centrepiece Sticks | Pastel Carnival Birthday Party Decorations | Ring Circus Party Decor | Girls Carnival Party,9505.90.60.00,9505.90.60.00,95,single_label,1,1,201,1727,9505.90.40.00,"Confetti, paper spirals or streamers, party favors and noisemakers; parts and accessories thereof",9505.90.40.00|9611.00.00.00|9505.10.10.00|9505.10.15.00|9701.21.00.00|9701.91.00.00|9505.10.40.10|9505.10.30.00|9505.10.50.10|9505.90.20.00,,,Other,"Festive, carnival or other entertainment articles, including magic tricks and practical joke articles; parts and accessories thereof: > Other: > Other",PENDING,,,
audit-cc-00576,115,moderate_noise|long_query|high_value_chapter_62|top1_mismatch|top10_miss|slow_search,cc-00576,forcefield women's inherent flame resistant maternity full panel cargo work pant m,forcefield women inherent flame resistant maternity full panel cargo work pant,Forcefield Women's Inherent Flame-Resistant 6oz Maternity Full Panel Cargo Work Pant - M,6210.50.12.00,6210.50.12.00,62,single_label,1,1,201,1645,6204.63.09.10,Ski/snowboard pants (648),6204.63.09.10|6204.63.75.10|6204.61.05.10|8516.90.75.00|8524.11.10.00|8524.91.10.00|3506.91.10.00|4418.40.00.00|6108.11.00.10|6108.21.00.10,,,"Having an outer surface impregnated, coated, covered or laminated with rubber or plastics material which completely obscures the underlying fabric","Garments, made up of fabrics of heading 5602, 5603, 5903, 5906 or 5907: > Other women's or girls' garments: > Having an outer surface impregnated, coated, covered or laminated with rubber or plastics material which completely obscures the underlying fabric",PENDING,,,
audit-cc-01495,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01495,silk yarn on cone lace italian yarn for hand knitting machine knitting crochet weaving color turquoise 100nm,silk yarn cone lace italian yarn hand knitting machine knitting crochet weaving,100% Silk Yarn on cone Lace Italian Yarn for Hand knitting Machine Knitting Crochet Weaving Color Turquoise 100g/5000m (2/100NM),5006.00.10.00,5006.00.10.00,50,single_label,1,2,201,1570,8447.20.20.00,Power driven flat knitting machines over 50.8 cm in width,8447.20.20.00|8447.20.40.00|8447.90.10.00|5205.42.00.21|5205.43.00.21|5206.32.00.00|5403.10.30.40|5403.10.60.00|5403.10.30.20|5206.42.00.00,,,Containing 85 percent or more by weight of silk or silk waste,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut: > Containing 85 percent or more by weight of silk or silk waste",PENDING,,,
audit-cc-01776,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01776,"walnut stool, foot rest, step stool, personalized small leg wooden artisan stool, seat , height",walnut stool foot rest step stool leg wooden artisan stool seat height,"WALNUT STOOL, Foot Rest, STEP Stool, Personalized Small 4 Leg Wooden Artisan Stool, Seat 8x11, Height 9.25",9403.60.40.00,9403.60.40.00,94,single_label,1,2,201,1636,9401.80.20.01,"Childrenʼs highchairs and booster seats except for motor vehicle; bath seats, infant walkers, bouncers with seats, swings for children",9401.80.20.01|9401.91.90.10|9401.69.20.10|9401.80.40.01|9401.61.20.11|9401.61.20.31|9401.69.20.30|9401.61.20.35|9401.69.40.35|9401.61.20.15,,,Bent-wood furniture,Other furniture and parts thereof: > Other wooden furniture: > Bent-wood furniture,PENDING,,,
audit-cc-00464,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00464,driftwood gold hard enamel pin beach charm branch stick enamel pin lapel pin cottage life nature jewelry wood gold,driftwood gold hard enamel pin beach charm branch stick enamel pin lapel,Driftwood Gold Hard Enamel Pin | Beach - Charm - Branch - Stick - Enamel Pin - Lapel Pin - Cottage Life - Nature Jewelry - Wood - Gold,8308.90.90.00,8308.90.90.00,83,single_label,1,2,201,1856,7117.90.10.00,"Necklaces, valued not over 30 cents per dozen, composed wholly of plastic shapes mounted on fiber string",7117.90.10.00|7117.90.75.00|7117.19.20.00|9705.39.00.10|4017.00.00.00|4403.21.01.20|4403.22.01.20|4412.39.50.30|7319.40.30.00|7319.40.50.10,,,Other,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing or clothing accessories, footwear, jewelry, wrist watches, books, awnings, leather goods, travel goods or saddlery or for other made up articles; tubular or bifurcated rivets, of base metal; beads and spangles, of base metal: > Other, including parts: > Other",PENDING,,,
audit-cc-00947,115,high_noise|high_value_chapter_95|top1_mismatch|top10_miss|slow_search,cc-00947,"little tykes people and cars, second hand items",little tykes people cars second hand items,"Little tykes people and cars, second hand items",9503.00.00.71,9503.00.00.71,95,single_label,1,2,201,1642,9503.00.00.13,3 to 12 years of age,9503.00.00.13|5701.10.40.00|9503.00.00.11|5701.90.20.10|9503.00.00.73|5703.10.20.00|8703.21.01.10|9611.00.00.00|4906.00.00.00|2924.29.43.00,,,Under 3 years of age,"Tricycles, scooters, pedal cars and similar wheeled toys; dollsʼ carriages; dolls, other toys; reduced-scale (“scaleˮ) models and similar recreational models, working or not; puzzles of all kinds; parts and accessories thereof > Under 3 years of age",PENDING,,,
audit-cc-01711,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01711,vintage hallmark disney mickey and minnie mouse cookie jar red ceramic kitchen canister,hallmark disney mickey minnie mouse cookie jar ceramic kitchen canister,Vintage Hallmark Disney Mickey & Minnie Mouse Cookie Jar - Red Ceramic Kitchen Canister,6912.00.20.00,6912.00.20.00,69,single_label,1,2,201,1599,1901.90.72.00,Containing over 5.5 percent by weight of butterfat and not packaged for retail sale,1901.90.72.00|5204.20.00.00|6912.00.41.00|6912.00.44.00|6912.00.10.00|6912.00.45.00|6912.00.39.10|6911.10.41.00|6911.10.45.00|6911.10.37.10,,,Hotel or restaurant ware and other ware not household ware,"Ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china: > Hotel or restaurant ware and other ware not household ware",PENDING,,,
audit-cc-01869,115,moderate_noise|long_query|high_value_chapter_61|top1_mismatch|top10_miss|slow_search,cc-01869,women's skirt poly rayon spandex soft terry maxi skirt navy xlarge navy,women skirt poly rayon spandex soft terry maxi skirt,WOMEN'S SKIRT 70% Poly 26% Rayon 4% Spandex Soft Terry Maxi Skirt - Navy - Xlarge / Navy,6104.59.40.00,6104.59.40.00,61,single_label,1,1,201,1663,6204.23.00.35,Skirts and divided skirts (642),6204.23.00.35|6204.23.00.10|6204.22.30.30|6104.19.60.20|6104.19.80.20|6104.22.00.30|6204.12.00.20|6204.19.80.20|6204.29.20.15|6204.31.10.10,,,Containing 70 percent or more by weight of silk or silk waste (742),"Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted: > Of other textile materials: > Containing 70 percent or more by weight of silk or silk waste (742)",PENDING,,,
audit-cc-00229,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00229,"ceramic wall pocket planter for succulents or air plants, wall hanging vase, cute handmade gifts , boho home decor, unique pottery gifts",ceramic pocket planter succulents air plants hanging vase cute home unique pottery,"Ceramic Wall Pocket Planter for succulents or air plants, Wall Hanging Vase, Cute Handmade Gifts , Boho Home Decor, Unique Pottery Gifts",6912.00.10.00,6912.00.10.00,69,single_label,1,2,201,2279,6913.90.30.00,"Of earthenware, whether or not decorated, having a reddish-colored body and a lustrous glaze, and mottled, streaked or solidly colored brown to black with metallic oxide or salt",6913.90.30.00|6913.90.10.00|6913.10.10.00|6913.90.20.00|6913.10.50.00|6907.40.10.11|6907.40.90.11|6907.40.10.05|6907.40.20.00|6914.10.40.00,,,"Of coarse-grained earthenware, or of coarse- grained stoneware; of fine-grained earthenware, whether or not decorated, having a reddish-colored body and a lustrous glaze which, on teapots, may be any color, but which, on other articles, must be mottled, streaked or solidly colored brown to black with metallic oxide or salt","Ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china: > Of coarse-grained earthenware, or of coarse- grained stoneware; of fine-grained earthenware, whether or not decorated, having a reddish-colored body and a lustrous glaze which, on teapots, may be any color, but which, on other articles, must be mottled, streaked or solidly colored brown to black with metallic oxide or salt",PENDING,,,
audit-cc-01643,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01643,transformers more than meets the eye nm and sub cover idw htf,transformers more than meets eye nm sub cover idw htf,Transformers More Than Meets The Eye #57 NM+ Sub Cover 2016 IDW HTF,4901.99.00.92,4901.99.00.92,49,single_label,1,2,201,2610,8504.50.40.00,For power supplies for automatic data processing machines or units thereof of heading 8471; power supplies for goods of subheading 8443.31 or 8443.32; power supplies for monitors of subheading 8528.42 or 8528.52 or projectors of subheading 8528.62; for telecommunication apparatus,8504.50.40.00|4820.30.00.20|8504.31.40.65|8504.31.40.35|2701.19.00.10|8308.10.00.00|3202.90.10.00|5702.31.10.00|5702.32.10.00|5702.41.10.00,,,"Containing 5 or more pages each, but not more than 48 pages each (excluding covers)","Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets: > Other > Containing 5 or more pages each, but not more than 48 pages each (excluding covers)",PENDING,,,
audit-cc-00366,115,high_noise|high_value_chapter_42|top1_mismatch|top10_miss|slow_search,cc-00366,"crochet shoulder bag, handmade with acrylic yarn",crochet shoulder bag acrylic yarn,"Crochet Shoulder Bag, Handmade with acrylic yarn",4202.92.31.31,4202.92.31.31,42,single_label,1,2,201,1832,5406.00.10.20,Of acrylic (200),5406.00.10.20|4202.22.89.70|5509.12.00.00|4202.22.40.30|4202.22.81.00|5511.10.00.30|5509.22.00.90|3926.90.33.00|5510.12.00.00|5510.90.40.00,,,Other (670),"Trunks, suitcases, vanity cases, attache cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; traveling bags, insulated food or beverage bags, toiletry bags, knapsacks and backpacks, handbags, shopping bags, wallets, purses, map cases, cigarette cases, tobacco pouches, tool bags, sports bags, bottle cases, jewelry boxes, powder cases, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanized fiber or of paperboard, or wholly or mainly covered with such materials or with paper: > With outer surface of sheeting of plastics or of textile materials: > Of man-made fibers > Other (670)",PENDING,,,
audit-cc-01478,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01478,"shave heal honey spark aftershave and body mist, amber glass spray bottle, alcohol , honey floral scent with benzoin and sandalwood, combustible liquid cat. flash point c unit value cad total cad sku sh hs code country of manufacture canada manufacturer shave heal, suite 444, argentia rd, mississauga, on, canada. promotional sample not for resale for content creation only no commercial value",shave heal honey spark aftershave body mist amber glass spray bottle alcohol,"Shave Heal Honey Spark Aftershave & Body Mist, 120 mL amber glass spray bottle, 5% alcohol , honey-floral scent with benzoin and sandalwood, combustible liquid Cat. 4 (Flash Point ~62-C) Unit Value: CAD 25.00 Total: CAD 25.00 SKU: SH-HS-120 HS Code: 3307.90 Country of Manufacture: Canada Manufacturer: Shave Heal, Suite #444, 3155 Argentia Rd, Mississauga, ON, Canada. -Promotional sample - not for resale- -For content creation only - no commercial value-",3307.90.00.00,3307.90.00.00,33,single_label,1,3,201,3162,0409.00.00.10,Comb honey and honey packaged for retail sale,0409.00.00.10|0409.00.00.45|0409.00.00.56|0409.00.00.65,,,Other,"Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorizers, whether or not perfumed or having disinfectant properties: > Other",PENDING,,,
audit-cc-00687,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00687,hand stitched custom name felt garland with hand embroidered butterflies,hand stitched name felt garland hand embroidered butterflies,Hand stitched custom name felt garland with hand embroidered butterflies,5602.10.90.90,5602.10.90.90,56,single_label,1,2,201,2694,6304.19.05.00,"Containing any embroidery, lace, braid, edging, trimming, piping or applique work (362)",6304.19.05.00|5805.00.20.00|5805.00.10.00|5805.00.30.00|8516.33.00.00|8516.90.15.00|5805.00.40.10|5804.30.00.10|5810.92.90.30|5810.92.90.50,,,Other (223),"Felt, whether or not impregnated, coated, covered or laminated: > Needleloom felt and stitchbonded fiber fabrics: > Other > Other (223)",PENDING,,,
audit-cc-01856,115,moderate_noise|long_query|high_value_chapter_61|top1_mismatch|top10_miss|slow_search,cc-01856,women's maxi dress polyester spandex maxi belted dress powder pink floral print xlarge powder pink floral print,women maxi dress polyester spandex maxi belted dress floral print floral print,WOMEN'S MAXI DRESS 95% Polyester 5% Spandex Maxi Belted Dress Powder Pink Floral Print - XLarge / Powder Pink Floral Print,6108.92.00.30,6108.92.00.30,61,single_label,1,1,201,2784,6204.61.60.10,Women's (448),6204.61.60.10|6204.61.05.10|6208.21.00.10|6104.19.60.20|6108.21.00.10|6104.19.80.20|6204.12.00.20|6204.19.80.20|6204.21.00.30|6204.22.30.30,,,Women's (650),"Women's or girls' slips, petticoats, briefs, panties, night dresses, pajamas, negligees, bathrobes, dressing gowns and similar articles, knitted or crocheted: > Of man-made fibers > Women's (650)",PENDING,,,
audit-cc-00499,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00499,empty lego product packaging box with instruction booklet and loose plastic toy pieces. no complete lego set included,empty lego product packaging box instruction booklet loose plastic toy pieces no,Used empty LEGO product packaging box with instruction booklet and loose plastic toy pieces. No complete LEGO set included,4819.50.40.40,4819.50.40.40,48,single_label,1,2,201,2648,9503.00.00.71,Under 3 years of age,9503.00.00.71|9503.00.00.11|9503.00.00.13|9503.00.00.73|9503.00.00.90|3926.40.00.10|3923.10.20.00|3924.90.56.10|3923.10.90.00|3925.90.00.00,,,Rigid boxes and cartons,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibers; box files, letter trays and similar articles, of paper or paperboard of a kind used in offices, shops or the like: > Other packing containers, including record sleeves: > Other > Rigid boxes and cartons",PENDING,,,
audit-cc-01399,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01399,"ribbon dog bow for puppies made of fabric with rubber band attachment, specifically designed as a pet accessory",ribbon dog bow puppies made fabric rubber band attachment specifically designed as,"Ribbon dog bow for puppies made of fabric with rubber band attachment, specifically designed as a pet accessory",6307.90.75.00,6307.90.75.00,63,single_label,1,2,201,1779,4016.99.35.10,Rubber bands,4016.99.35.10|4016.99.20.00|5806.32.10.10|5809.00.00.00|6215.90.00.10|5806.10.24.00|4201.00.30.00|3924.10.20.00|6215.90.00.20|4201.00.60.00,,,"Toys for pets, of textile materials","Other made up articles, including dress patterns: > Other: > Toys for pets, of textile materials",PENDING,,,
audit-cc-00399,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00399,"custom printed self adhesive labels on paper or vinyl, for promotional branding use not in rolls",printed self adhesive labels paper vinyl branding use not rolls,"Custom printed self-adhesive labels on paper or vinyl, for promotional/branding use - not in rolls.",3919.90.50.60,3919.90.50.60,39,single_label,1,2,201,1909,4821.90.20.00,Self-adhesive,4821.90.20.00|4809.20.20.00|4802.55.60.00|3919.10.10.10|3919.10.20.30|3919.10.20.10|8443.91.10.00|4823.40.00.00|4802.62.50.00|4811.41.21.00,,,Other,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls: > Other: > Other > Other",PENDING,,,
audit-cc-00567,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00567,"food sample wheat semolina for product evaluation, not for resale",food wheat semolina product evaluation not,"Food sample - wheat semolina for product evaluation, not for resale",2106.90.99.90,2106.90.99.90,21,single_label,1,2,201,1791,1001.99.00.27,Having a specified protein content not exceeding 12.9% by weight,1001.99.00.27|1001.99.00.10|1001.99.00.07|1901.90.91.85|1103.11.00.20|1904.30.00.00|0511.99.30.30|1109.00.10.00|1101.00.00.20|0510.00.40.40,,,Canned,Food preparations not elsewhere specified or included: > Other: > Other > Canned,PENDING,,,
audit-cc-01243,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01243,"pizza oven accessory for gozney dome pizza oven steel door, flame guard set and stand accessory holders for xl stand made in canada of stainless steel",pizza oven accessory gozney dome pizza oven steel door flame guard set,"Pizza Oven Accessory for Gozney Dome Pizza Oven -Steel Door, Flame guard set and stand accessory holders for XL Stand 100% made in Canada of 100% Stainless Steel",7323.93.00.35,7323.93.00.35,73,single_label,1,2,201,1810,7321.90.40.00,"Door assemblies, incorporating more than one of the following: inner panel, outer panel, window, insulation",7321.90.40.00|8302.41.60.15|8714.91.50.00|7321.90.60.40|8302.41.90.15|7308.30.10.00|7228.30.20.00|7228.30.40.00|7228.30.80.05|3925.20.00.10,,,Bakeware (cookware not suitable for stove top use),"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel: > Of stainless steel > Bakeware (cookware not suitable for stove top use)",PENDING,,,
audit-cc-00404,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00404,custom sublimated plastic phone case you're not sick of me yet phone case iphone tough magsafe,sublimated plastic phone case you re not sick me yet phone case,Custom Sublimated Plastic Phone Case - You're Not Sick of Me Yet Phone Case - iPhone 17 | Tough Magsafe,3920.61.00.00,3920.61.00.00,39,single_label,1,2,201,1853,3926.20.10.20,Disposable,3926.20.10.20,,,Of polycarbonates,"Other plates, sheets, film, foil and strip, of plastics, noncellular and not reinforced, laminated, supported or similarly combined with other materials: > Of polycarbonates",PENDING,,,
audit-cc-01370,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01370,"red heart light and lofty yarn rippled yarn, wine country,nightline,brown stripe,zebra stripe",heart light lofty yarn rippled yarn wine nightline stripe zebra stripe,"Red Heart Light & Lofty yarn Rippled Yarn,4.5oz/127g- Wine Country,Nightline,Brown Stripe,Zebra Stripe",5207.10.00.00,5207.10.00.00,52,single_label,1,2,201,2479,5509.22.00.10,"Multiple (folded), with a final ""Z"" twist (200)",5509.22.00.10|5407.43.10.00|5407.53.10.00|5407.73.10.00|5516.13.00.00|5513.12.00.00|5407.93.15.00|5408.33.15.00|5513.49.10.00|5516.23.00.30,,,Containing 85 percent or more by weight of cotton (200),Cotton yarn (other than sewing thread) put up for retail sale: > Containing 85 percent or more by weight of cotton (200),PENDING,,,
audit-cc-00794,115,multi_label|many_contributors|short_query|high_value_chapter_42|top1_mismatch,cc-00794,hockey gloves,hockey gloves,Hockey gloves,4203.21.70.00,4203.21.70.00|6216.00.43.00|9506.99.25.40|9506.99.25.80,42,multi_label,4,0,201,466,6216.00.05.00,Ice hockey gloves and field hockey gloves,6216.00.05.00|6216.00.43.00|6216.00.33.00|6116.10.05.00|6116.92.05.00|6116.93.05.00|4203.21.70.00|4203.21.55.00|4203.21.80.30|3926.20.20.00,,1,Ice hockey gloves,"Articles of apparel and clothing accessories, of leather or of composition leather: > Specially designed for use in sports: > Ice hockey gloves",PENDING,,,
audit-cc-00188,115,multi_label|many_contributors|short_query|high_value_chapter_42|top1_mismatch,cc-00188,canvas bag,canvas bag,CANVAS BAG,4202.92.31.20,4202.92.31.20|4202.92.31.31|4202.92.33.16|4202.92.60.91,42,multi_label,4,0,201,197,4202.92.91.00,Of man-made fibers (except jewelry boxes of a kind normally sold at retail with their contents) (670),4202.92.91.00|4202.92.60.10|4202.22.15.00|4202.92.33.16|4202.22.40.20|4202.92.04.00|4202.22.45.00|4202.12.89.60|4202.12.89.20|4202.12.40.00,,1,Backpacks (670),"Trunks, suitcases, vanity cases, attache cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; traveling bags, insulated food or beverage bags, toiletry bags, knapsacks and backpacks, handbags, shopping bags, wallets, purses, map cases, cigarette cases, tobacco pouches, tool bags, sports bags, bottle cases, jewelry boxes, powder cases, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanized fiber or of paperboard, or wholly or mainly covered with such materials or with paper: > With outer surface of sheeting of plastics or of textile materials: > Of man-made fibers > Backpacks (670)",PENDING,,,
audit-cc-00667,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00667,"grove square french vanilla, hot chocolate , halzelnut and caramel capuccino coffee pods, keurig k cup brewers",grove square french vanilla hot chocolate halzelnut caramel capuccino coffee pods keurig,"96 Count, Grove Square French Vanilla, Hot Chocolate , Halzelnut and Caramel Capuccino Coffee Pods, Keurig K-Cup Brewers",2101.11.29.49,2101.11.29.49,21,single_label,1,3,201,2109,0901.12.00.20,Certified organic,0901.12.00.20|0901.11.00.35|0901.12.00.40|1806.20.60.00|2101.30.00.00|2101.11.21.26|2101.11.21.31|0901.12.00.60|0901.11.00.15|0901.11.00.50,,,Other,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof: > Extracts, essences and concentrates: > Other > Other",PENDING,,,
audit-cc-01109,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01109,new orleans notecards mardi gras greeting cards louisiana best friend gifts,new orleans notecards mardi gras greeting cards louisiana best friend,New Orleans Notecards | Mardi Gras Greeting Cards | Louisiana Best Friend Gifts,4802.57.10.40,4802.57.10.40,48,single_label,1,2,201,1747,4909.00.20.00,Postcards,4909.00.20.00|4909.00.40.00|4817.20.20.00|9504.90.60.00|9504.40.00.00|3926.90.94.00|9504.30.00.10|4817.30.00.00|4817.10.00.00|4202.92.94.00,,,With one side equal to 965 mm and the other side equal to 635 mm in the unfolded state,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non perforated punch-cards and punch tape paper, in rolls or rectangular (including square) sheets, of any size, other than paper of heading 4801 or 4803; hand-made paper and paperboard: > Other, weighing 40 g/m² or more but not more than 150 g/m²: > Writing and cover paper > With one side equal to 965 mm and the other side equal to 635 mm in the unfolded state",PENDING,,,
audit-cc-01342,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01342,"psa graded trading card, made of cardboard or paper, featuring sports or collectible artwork, collectible item",psa graded trading card made cardboard paper featuring sports collectible artwork collectible,"PSA graded trading card, made of cardboard or paper, featuring sports or collectible artwork, collectible item",4911.99.60.00,4911.99.60.00,49,single_label,1,2,201,1720,4802.20.20.00,Basic paper to be sensitized for use in photography,4802.20.20.00|4802.20.10.00|4802.55.20.00|4909.00.20.00|4909.00.40.00|4802.56.60.00|4802.56.20.00|4802.55.60.00|4802.54.50.00|4802.58.50.00,,,Printed on paper in whole or in part by a lithographic process,"Other printed matter, including printed pictures and photographs: > Other: > Printed on paper in whole or in part by a lithographic process",PENDING,,,
audit-cc-01608,115,high_noise|high_value_chapter_62|top1_mismatch|top10_miss|slow_search,cc-01608,"textile lace costume accessory set mask , choker, garter",textile lace costume accessory set mask choker garter,"Textile lace costume accessory set ( mask , choker, garter)",6214.90.00.90,6214.90.00.90,62,single_label,1,2,201,2328,7113.11.10.00,"Rope, curb, cable, chain and similar articles produced in continuous lengths, all the foregoing, whether or not cut to specific lengths and whether or not set with imitation pearls or imitation gemstones, suitable for use in the manufacture of articles provided for in this heading",7113.11.10.00|7113.19.10.00|7113.20.10.00|6115.99.14.10|6115.95.60.00|9615.11.40.00|9615.90.40.00|6115.96.60.10|4202.92.60.10|4202.92.91.00,,,Other (859),"Shawls, scarves, mufflers, mantillas, veils and the like: > Of other textile materials > Other (859)",PENDING,,,
audit-cc-00246,115,moderate_noise|long_query|high_value_chapter_95|top1_mismatch|top10_miss|slow_search,cc-00246,circus highchair banner carnival birthday party decorations big top party decor,circus highchair banner carnival decorations big top,Circus Highchair Banner | Carnival Birthday Party Decorations | Big Top Party Decor,9505.90.60.00,9505.90.60.00,95,single_label,1,1,201,1709,9505.90.40.00,"Confetti, paper spirals or streamers, party favors and noisemakers; parts and accessories thereof",9505.90.40.00|9505.10.50.10|9508.10.00.00|7013.99.10.00|7016.10.00.00|0301.93.02.10|0301.99.03.15|0302.34.00.00|3920.20.00.15|3921.90.50.10,,,Other,"Festive, carnival or other entertainment articles, including magic tricks and practical joke articles; parts and accessories thereof: > Other: > Other",PENDING,,,
audit-cc-00961,115,moderate_noise|long_query|high_value_chapter_61|top1_mismatch|top10_miss|slow_search,cc-00961,luxe organic bamboo cotton t shirt ice dyed in neutral warm beige and grey blue colors luxuriously soft women s crewneck t shirt neutral,luxe organic bamboo cotton tshirt ice dyed neutral warm colors luxuriously soft,Luxe Organic Bamboo Cotton T-shirt Ice Dyed in Neutral Warm Beige and Grey Blue Colors / Luxuriously Soft Women-s Crewneck T-shirt Neutral,6109.90.10.50,6109.90.10.50,61,single_label,1,1,201,6940,6109.10.00.11,Thermal undershirts (352),6109.10.00.11|6109.10.00.60|6109.10.00.40|6109.10.00.04|6109.10.00.18|6109.10.00.65|6109.10.00.45|6109.10.00.12|6109.10.00.70|6109.10.00.27,,,Women's (639),"T-shirts, singlets, tank tops and similar garments, knitted or crocheted: > Of other textile materials: > Of man-made fibers > Women's (639)",PENDING,,,
audit-cc-00675,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00675,"hand blown crystal figurine m.pyrcak signed glass art, polish decor",hand blown crystal figurine pyrcak signed glass polish,"Hand Blown Crystal Figurine: M.Pyrcak Signed Glass Art, Polish Decor",7013.91.30.00,7013.91.30.00,70,single_label,1,2,201,2164,7013.99.10.00,"Glassware decorated with metal flecking, glass pictorial scenes or glass thread- or ribbon-like effects, any of the foregoing embedded or introduced into the body of the glassware prior to its solidification; millefiori glassware; glassware colored prior to solidification, and characterized by random distribution of numerous bubbles, seeds or stones, throughout the mass of the glass",7013.99.10.00|7013.99.80.10|7013.99.50.10|6913.90.10.00|6913.10.10.00|6913.10.20.00|7013.99.90.10|7006.00.20.00|7013.10.10.00|7013.28.60.10,,,Valued over $3 but not over $5 each,"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading 7010 or 7018): > Of lead crystal: > Valued over $3 but not over $5 each",PENDING,,,
audit-cc-00475,115,moderate_noise|long_query|no_results|top10_miss|slow_search,cc-00475,"e z stitch individual scroll rod frame heavy duty , needlework frame, ez needlework frames",stitch individual scroll rod frame heavy duty needlework frame ez needlework frames,"E-Z Stitch Individual Scroll Rod Frame Heavy Duty - 10"" / 14"" / 22"" / 24"" / 26"" / 30"" / 36"", Needlework Frame, EZ Needlework Frames",4414.90.00.00,4414.90.00.00,44,single_label,1,1,201,1854,,,,,,Other,"Wooden frames for paintings, photographs, mirrors or similar objects: > Other",PENDING,,,
audit-cc-01028,115,multi_label|many_contributors|short_query|high_value_chapter_61|top1_mismatch,cc-01028,men's sweater,men's sweater,Men's Sweater,6110.20.20.10,6110.20.20.10|6110.30.10.10|6205.90.07.10,61,multi_label,3,0,201,181,6110.11.00.15,Men's (445),6110.11.00.15|6110.11.00.50|6110.19.00.15|6110.19.00.50|6110.19.00.70|6110.12.20.10|6110.11.00.70|6110.12.20.50|6110.20.20.10|6110.30.15.10,,1,Men's (345),"Sweaters, pullovers, sweatshirts, waistcoats (vests) and similar articles, knitted or crocheted: > Of cotton: > Other > Men's (345)",PENDING,,,
